0: 	0.001000
1: 	0.010000
2: 	0.037000
3: 	0.081000
4: 	0.133000
5: 	0.172000
6: 	0.184000
7: 	0.163000
8: 	0.113000
9: 	0.050000
10: 	-0.008000
11: 	-0.048000
12: 	-0.062000
13: 	-0.052000
14: 	-0.028000
15: 	0.000000
16: 	0.020000
17: 	0.026000
18: 	0.020000
19: 	0.005000
20: 	-0.012000
21: 	-0.023000
22: 	-0.026000
23: 	-0.020000
24: 	-0.008000
25: 	0.004000
26: 	0.014000
27: 	0.017000
28: 	0.013000
29: 	0.006000
30: 	-0.002000
31: 	-0.008000
32: 	-0.011000
33: 	-0.009000
34: 	-0.005000
35: 	0.001000
36: 	0.005000
37: 	0.006000
38: 	0.005000
39: 	0.003000
40: 	-0.001000
41: 	-0.004000
42: 	-0.005000
43: 	-0.005000
44: 	-0.003000
45: 	0.000000
46: 	0.002000
47: 	0.002000
48: 	0.002000
49: 	0.001000
50: 	0.000000
51: 	-0.002000
52: 	-0.002000
53: 	-0.002000
54: 	-0.002000
55: 	-0.001000
56: 	0.000000
57: 	0.001000
58: 	0.001000
59: 	0.000000
60: 	0.000000
61: 	-0.001000
62: 	-0.001000
63: 	-0.001000
64: 	-0.001000
65: 	-0.001000
66: 	0.000000
67: 	0.000000
68: 	0.000000
69: 	0.000000
70: 	0.000000
71: 	-0.001000
72: 	-0.001000
73: 	-0.001000
74: 	-0.001000
75: 	-0.001000
76: 	0.000000
77: 	0.000000
78: 	0.000000
79: 	0.000000
80: 	0.000000
81: 	-0.001000
82: 	-0.001000
83: 	-0.001000
84: 	-0.001000
85: 	-0.001000
86: 	0.000000
87: 	0.000000
88: 	0.000000
89: 	0.000000
90: 	0.000000
91: 	-0.001000
92: 	-0.001000
93: 	-0.001000
94: 	-0.001000
95: 	-0.001000
96: 	-0.001000
97: 	-0.001000
98: 	0.000000
99: 	-0.001000
